Page,ID,Result,England,France,Italy,Germany,Austria,Turkey,Russia
2851,77805,1,0,0,0,1,0,0,0
2851,75946,1,1,0,0,0,0,0,0
2851,77432,1,0,1,0,0,0,0,0
2851,77647,2,2,0,0,0,0,2,0
2851,74661,4,4,4,0,0,4,0,4
2852,75199,3,3,0,0,3,0,3,0
2852,79001,1,1,0,0,0,0,0,0
2852,79537,1,0,0,0,0,1,0,0
2852,78867,1,0,0,0,0,0,0,1
2852,78588,3,3,3,0,0,3,0,0
2852,78399,3,3,3,0,0,3,0,0
2852,77381,1,0,0,0,1,0,0,0
2852,77414,3,3,0,3,0,0,3,0
2852,79566,1,1,0,0,0,0,0,0
2852,78084,3,3,0,0,3,0,3,0
2852,79567,1,0,0,0,0,0,0,1
2852,77886,1,1,0,0,0,0,0,0
2852,79291,7,7,7,7,7,7,7,7
2853,78849,1,0,0,0,0,0,0,1
2853,76281,3,0,0,3,0,0,3,3
2853,78220,4,4,4,4,0,0,0,4
2853,79440,3,0,0,0,3,3,3,0
2853,74523,4,0,4,0,4,4,4,0
2853,75721,1,0,0,0,1,0,0,0
2853,78923,1,1,0,0,0,0,0,0
2853,78572,2,2,2,0,0,0,0,0
2853,79410,6,6,6,0,6,6,6,6
2853,76904,1,1,0,0,0,0,0,0
2853,79146,6,6,6,0,6,6,6,6
2853,77177,2,0,0,0,0,2,2,0
2853,78733,1,0,0,0,0,0,1,0
2853,78216,2,0,0,0,0,0,2,2
2854,75052,4,4,4,0,0,0,4,4
2854,77814,1,0,0,0,1,0,0,0
2854,76710,4,4,0,0,4,4,4,0
2854,76902,4,0,0,4,4,4,4,0
2854,77811,1,0,0,1,0,0,0,0
2854,79491,1,1,0,0,0,0,0,0
2854,76996,3,0,0,0,0,3,3,3
2854,77219,2,0,0,0,0,2,2,0
2854,77000,1,0,0,0,0,1,0,0
2854,79433,1,0,0,0,0,1,0,0
2854,77929,1,0,0,0,0,0,0,1
2854,79509,1,0,0,0,0,1,0,0
2854,78864,1,0,0,1,0,0,0,0
2854,75494,3,0,0,3,3,3,0,0
2854,77916,1,0,0,0,0,0,1,0
2855,73494,1,0,0,0,1,0,0,0
2855,78687,1,0,0,0,1,0,0,0
2855,79188,1,0,0,0,0,1,0,0
2855,78203,1,0,1,0,0,0,0,0
2855,76509,1,0,1,0,0,0,0,0
2855,78922,1,0,0,0,0,1,0,0
2855,79468,1,0,0,1,0,0,0,0
2855,78933,2,0,2,0,0,0,2,0
2855,77373,1,0,0,0,0,0,1,0
2855,78828,2,0,0,2,2,0,0,0
2855,78655,1,0,0,0,0,0,1,0
2855,78955,1,0,0,0,0,1,0,0
2855,75728,1,0,1,0,0,0,0,0
2856,77330,1,0,0,0,1,0,0,0
2856,79033,1,0,1,0,0,0,0,0
2856,76045,4,4,0,4,4,0,0,4
2856,76567,1,0,0,0,0,0,1,0
2856,78060,1,1,0,0,0,0,0,0
2856,78013,1,0,0,0,0,0,1,0
2856,76548,1,0,0,0,1,0,0,0
2856,78865,1,0,1,0,0,0,0,0
2856,77590,2,0,0,2,2,0,0,0
2856,78816,1,0,0,0,1,0,0,0
2857,78333,1,0,0,0,0,0,1,0
2857,78770,2,0,0,0,0,2,0,2
2857,77488,1,1,0,0,0,0,0,0
2857,75742,1,0,0,0,0,0,0,1
2857,78271,2,2,2,0,0,0,0,0
2857,76671,1,0,0,0,0,1,0,0
2857,78386,2,0,0,0,0,2,2,0
2857,75695,3,0,0,0,0,3,3,3
2857,79250,1,0,0,0,0,1,0,0
2857,79106,1,0,0,0,0,1,0,0
2857,76903,3,3,3,0,0,0,3,0
2857,78826,1,0,0,0,0,1,0,0
2857,78210,1,0,0,0,0,0,0,1
2857,74536,1,0,0,0,0,1,0,0
2858,75784,1,0,0,0,0,0,0,1
2858,76271,1,1,0,0,0,0,0,0
2858,73878,1,0,0,0,1,0,0,0
2858,77138,1,0,0,0,0,1,0,0
2858,75771,2,2,0,0,0,0,0,2
2858,78676,1,0,0,0,1,0,0,0
2858,78127,1,0,0,0,0,0,1,0
2858,73220,5,5,5,0,5,5,5,0
2858,79392,6,6,6,0,6,6,6,6
2858,78862,1,0,0,0,0,0,1,0
2858,77945,2,0,0,2,0,2,0,0
2858,78863,1,0,0,0,0,1,0,0
2858,77108,2,2,2,0,0,0,0,0
2858,75269,1,1,0,0,0,0,0,0
2859,78920,1,1,0,0,0,0,0,0
2859,76743,1,1,0,0,0,0,0,0
2859,76930,1,0,0,0,0,0,0,1
2859,77766,1,0,0,0,0,0,1,0
2859,78509,1,0,0,0,1,0,0,0
2859,76046,1,0,0,0,0,0,1,0
2859,79126,1,0,0,0,0,1,0,0
2859,79244,1,0,0,0,0,1,0,0
2859,76359,6,6,6,6,6,6,6,0
2859,77954,1,0,0,0,0,0,1,0
2859,76627,1,0,1,0,0,0,0,0
2859,78094,1,0,0,0,0,0,1,0
2859,78100,1,0,0,0,0,0,0,1
2860,78734,1,0,0,0,0,1,0,0
2860,77606,1,0,1,0,0,0,0,0
2860,78336,3,3,3,0,3,0,0,0
2860,77946,1,0,1,0,0,0,0,0
2860,79278,1,0,0,0,0,1,0,0
2860,79318,1,0,0,0,0,1,0,0
2860,79308,1,0,0,0,0,1,0,0
2860,78134,3,3,3,0,0,3,0,0
2860,79305,1,0,0,0,0,1,0,0
2860,72845,3,0,0,0,0,3,3,3
2860,79326,1,0,0,1,0,0,0,0
2860,78575,1,0,1,0,0,0,0,0
2861,76681,1,0,0,1,0,0,0,0
2861,77509,3,0,3,3,0,0,0,3
2861,76791,1,0,0,1,0,0,0,0
2861,78617,1,1,0,0,0,0,0,0
2861,79193,1,0,0,0,0,1,0,0
2861,78012,1,0,0,0,0,0,0,1
2861,77305,1,0,0,0,0,0,0,1
2861,77935,3,0,0,0,3,0,3,3
2861,77304,1,0,0,0,0,1,0,0
2861,77908,1,0,0,0,1,0,0,0
2861,77378,3,0,3,3,0,0,0,3
2861,77897,3,0,3,3,3,0,0,0
2861,75924,1,0,0,0,1,0,0,0
2861,78452,2,0,0,2,0,0,2,0
2861,69693,3,0,3,0,3,3,0,0
2862,78281,3,3,3,0,0,0,3,0
2862,79015,5,5,5,0,5,0,5,5
2862,77783,1,0,0,0,0,0,1,0
2862,79092,4,0,4,4,0,4,0,4
2862,77596,3,0,0,3,3,0,3,0
2862,76863,5,5,5,5,0,0,5,5
2862,76475,2,0,0,0,0,0,2,2
2862,78943,1,0,0,0,0,0,1,0
2862,78726,4,4,4,0,0,0,4,4
2862,75118,1,0,0,0,1,0,0,0
2862,76551,1,0,0,0,0,0,0,1
2862,75405,1,0,0,0,0,1,0,0
2862,76923,1,0,0,0,0,0,0,1
2862,75273,1,1,0,0,0,0,0,0
2862,78928,1,0,0,0,0,1,0,0
2863,70773,1,0,0,1,0,0,0,0
2863,76482,1,0,0,1,0,0,0,0
2863,77248,2,0,2,2,0,0,0,0
2863,78996,1,0,1,0,0,0,0,0
2863,75370,1,1,0,0,0,0,0,0
2863,78287,3,0,0,3,3,0,3,0
2863,77113,3,0,3,0,0,0,3,3
2863,79231,1,1,0,0,0,0,0,0
2863,74401,3,3,0,0,3,0,3,0
2863,78042,1,0,0,0,1,0,0,0
2863,77887,3,0,3,0,0,3,0,3
2863,74129,1,0,0,1,0,0,0,0
2863,79148,1,1,0,0,0,0,0,0
2864,77819,1,0,0,1,0,0,0,0
2864,74778,2,0,2,0,2,0,0,0
2864,75314,1,0,0,0,0,1,0,0
2864,75478,1,0,0,0,0,0,0,1
2864,78583,3,3,3,0,0,0,0,3
2864,77538,1,0,0,0,0,0,0,1
2864,77450,3,0,0,3,3,0,0,3
2864,77209,1,1,0,0,0,0,0,0
2864,74294,1,0,0,0,0,0,1,0
2864,77497,1,0,0,0,1,0,0,0
2864,79090,1,0,0,0,0,0,1,0
2864,73790,3,0,0,3,3,3,0,0
2864,72630,1,1,0,0,0,0,0,0
2864,76737,3,3,0,0,3,0,3,0
2865,78815,6,6,6,0,6,6,6,6
2865,77259,3,3,3,0,3,0,0,0
2865,75957,1,0,1,0,0,0,0,0
2865,77444,1,0,0,0,0,0,0,1
2865,77349,1,0,0,0,1,0,0,0
2865,76779,1,1,0,0,0,0,0,0
2865,76520,1,1,0,0,0,0,0,0
2865,76459,1,0,0,0,0,1,0,0
2865,78156,4,4,4,4,0,0,4,0
2865,78442,1,0,0,0,0,0,0,1
2865,77822,1,0,0,0,0,0,1,0
2865,77996,3,3,3,0,0,0,3,0
2866,76749,1,0,0,0,0,0,1,0
2866,74825,1,0,0,0,0,0,0,1
2866,77969,2,0,2,0,0,0,0,2
2866,77600,4,0,0,4,4,4,0,4
2866,76048,3,0,3,3,3,0,0,0
2866,78232,2,0,2,0,0,2,0,0
2866,78136,1,0,1,0,0,0,0,0
2866,77725,1,0,0,0,1,0,0,0
2866,78853,1,1,0,0,0,0,0,0
2866,78158,1,0,0,0,0,1,0,0
2866,78842,1,1,0,0,0,0,0,0
2866,78024,3,3,0,0,3,3,0,0
2866,78207,1,0,0,0,0,0,0,1
2866,78990,1,1,0,0,0,0,0,0
2867,77261,1,0,0,0,0,1,0,0
2867,78735,1,0,1,0,0,0,0,0
2867,77294,2,0,0,0,0,0,2,2
2867,75174,2,2,0,0,0,2,0,0
2867,78119,5,5,5,5,0,0,5,5
2867,76584,1,0,0,0,0,0,1,0
2867,74363,7,7,7,7,7,7,7,7
2867,77748,1,0,0,0,0,0,0,1
2867,78441,1,0,0,0,1,0,0,0
2867,77132,1,0,0,0,0,0,1,0
2867,75851,1,0,0,0,0,1,0,0
2867,77341,1,0,0,0,0,0,1,0
2867,78935,1,0,0,0,0,1,0,0
2867,73958,5,5,5,5,5,0,5,0
2867,77991,1,0,0,0,0,0,1,0
2868,78353,1,1,0,0,0,0,0,0
2868,78663,4,0,4,4,0,0,4,4
2868,76550,2,0,0,0,0,0,2,2
2868,76765,1,0,0,0,0,0,1,0
2868,77752,1,0,0,0,0,1,0,0
2868,78161,1,0,1,0,0,0,0,0
2868,77499,1,0,0,0,0,1,0,0
2868,75286,1,0,0,0,1,0,0,0
2868,77607,1,0,0,0,0,0,0,1
2868,76805,4,0,4,4,0,0,4,4
2868,77999,3,3,0,0,3,0,3,0
2868,76804,1,0,0,0,1,0,0,0
2868,79034,1,0,0,0,0,1,0,0
2868,75536,2,0,0,2,2,0,0,0
2869,76960,1,0,0,0,0,0,0,1
2869,73468,1,0,0,0,1,0,0,0
2869,78445,1,0,0,0,0,0,0,1
2869,74507,1,0,0,0,1,0,0,0
2869,78366,1,0,0,0,0,1,0,0
2869,69921,2,2,0,0,0,0,2,0
2869,78902,1,0,0,0,0,1,0,0
2869,76659,1,0,0,0,1,0,0,0
2869,78795,1,0,0,0,1,0,0,0
2869,75418,2,0,0,2,0,0,2,0
2869,75887,3,3,0,0,0,3,3,0
2869,78249,3,3,0,0,0,0,3,3
2870,77787,1,0,0,0,0,0,0,1
2870,78777,1,1,0,0,0,0,0,0
2870,77695,1,0,0,0,1,0,0,0
2870,78405,1,0,0,0,0,0,1,0
2870,77397,3,0,3,0,3,3,0,0
2870,77070,1,0,0,0,0,0,1,0
2870,77587,1,1,0,0,0,0,0,0
2870,77386,1,0,1,0,0,0,0,0
2870,78629,1,0,0,0,0,1,0,0
2870,77077,1,0,0,0,0,0,0,1
2870,77144,1,0,0,0,0,0,1,0
2870,76337,1,0,0,0,0,1,0,0
2870,74690,3,0,3,0,0,0,3,3
2870,74739,4,4,4,4,4,0,0,0
2871,78099,1,1,0,0,0,0,0,0
2871,76315,1,0,0,0,0,0,1,0
2871,74478,1,1,0,0,0,0,0,0
2871,75507,1,0,0,0,0,0,0,1
2871,78297,1,1,0,0,0,0,0,0
2871,72593,1,0,0,0,0,0,0,1
2871,75903,4,4,4,4,0,0,0,4
2871,78601,3,3,0,0,3,0,3,0
2871,77953,1,0,0,0,0,1,0,0
2871,78799,1,0,0,0,1,0,0,0
2871,78716,1,0,0,0,0,1,0,0
2871,77868,3,0,0,3,3,0,0,3
2871,75365,3,3,0,0,0,0,3,3
2872,77668,2,0,0,0,2,2,0,0
2872,77765,1,0,0,0,0,1,0,0
2872,78289,3,3,0,3,3,0,0,0
2872,75341,1,1,0,0,0,0,0,0
2872,78685,6,6,6,0,6,6,6,6
2872,77058,1,0,0,0,1,0,0,0
2872,77348,1,0,0,0,0,0,0,1
2872,77428,1,1,0,0,0,0,0,0
2872,77467,1,0,0,1,0,0,0,0
2872,78511,1,0,0,0,0,0,0,1
2872,78731,2,0,0,2,0,0,0,2
2872,77082,4,4,0,4,4,4,0,0
2872,74172,3,3,0,3,0,0,0,3
2873,76700,4,4,0,0,4,4,4,0
2873,68105,5,5,0,5,5,5,5,0
2873,78622,3,3,0,0,3,3,0,0
2873,76114,1,0,0,0,1,0,0,0
2873,75531,1,0,0,0,1,0,0,0
2873,77778,1,0,0,1,0,0,0,0
2873,78730,1,0,0,0,0,1,0,0
2873,77343,1,0,1,0,0,0,0,0
2873,71968,2,0,0,2,0,2,0,0
2873,75967,1,0,0,0,0,1,0,0
2873,77830,1,1,0,0,0,0,0,0
2873,78493,1,0,0,0,0,0,0,1
2874,73929,1,0,0,0,0,0,0,1
2874,77928,1,0,0,0,0,0,0,1
2874,76037,3,3,0,3,3,0,0,0
2874,78603,1,0,0,0,1,0,0,0
2874,78631,6,6,6,0,6,6,6,6
2874,78741,1,1,0,0,0,0,0,0
2874,78840,4,0,0,4,4,4,4,0
2874,78542,1,0,0,0,0,1,0,0
2874,77202,1,0,1,0,0,0,0,0
2874,75970,4,4,0,4,4,0,4,0
2874,77981,1,0,0,0,0,0,1,0
2874,76578,1,0,0,1,0,0,0,0
2875,77745,1,0,0,0,0,0,1,0
2875,77314,1,0,1,0,0,0,0,0
2875,78694,1,0,0,0,0,1,0,0
2875,78015,2,0,2,0,0,0,2,0
2875,73498,1,0,0,0,0,0,1,0
2875,78743,1,1,0,0,0,0,0,0
2875,77922,1,0,0,0,0,0,0,1
2875,76879,4,4,0,4,4,0,0,4
2875,77008,1,0,0,0,0,0,0,1
2875,75748,3,0,3,0,3,0,0,3
2875,78790,1,0,0,0,0,1,0,0
2876,78778,1,1,0,0,0,0,0,0
2876,74244,1,0,0,0,0,0,1,0
2876,76995,3,3,3,0,0,0,3,0
2876,78759,1,0,0,0,0,1,0,0
2876,77578,3,0,3,0,3,3,0,0
2876,78736,1,1,0,0,0,0,0,0
2876,69053,2,0,0,0,0,2,2,0
2876,77611,3,3,3,0,0,0,3,0
2876,76361,3,3,0,0,0,3,0,3
2876,76016,2,0,2,0,2,0,0,0
2876,78742,1,1,0,0,0,0,0,0
2876,77917,3,0,0,3,3,3,0,0
2876,77451,1,0,0,0,0,0,0,1
2876,78143,1,1,0,0,0,0,0,0
2876,74624,2,0,0,2,0,0,0,2
2877,76928,1,0,0,0,0,1,0,0
2877,78534,1,1,0,0,0,0,0,0
2877,75714,1,1,0,0,0,0,0,0
2877,76801,1,0,0,1,0,0,0,0
2877,78219,3,0,3,0,3,3,0,0
2877,78222,3,3,0,0,3,3,0,0
2877,74233,3,3,0,3,0,0,3,0
2877,78523,1,1,0,0,0,0,0,0
2877,77549,2,2,2,0,0,0,0,0
2877,75141,1,1,0,0,0,0,0,0
2877,77032,3,0,3,3,3,0,0,0
2877,76672,3,3,0,3,3,0,0,0
2877,76997,1,0,1,0,0,0,0,0
2877,74137,1,0,1,0,0,0,0,0
2878,73469,3,3,0,0,3,3,0,0
2878,77092,2,2,0,0,0,2,0,0
2878,77720,1,0,0,0,1,0,0,0
2878,74525,3,3,3,0,0,0,3,0
2878,77022,4,4,4,0,0,4,0,4
2878,76354,2,2,2,0,0,0,0,0
2878,76880,1,0,1,0,0,0,0,0
2878,78466,1,1,0,0,0,0,0,0
2878,78154,5,5,0,5,5,0,5,5
2878,72757,1,0,0,0,0,0,1,0
2878,77729,1,0,0,0,0,0,0,1
2878,76351,1,0,1,0,0,0,0,0
2878,77145,4,4,0,4,4,4,0,0
2878,78439,1,1,0,0,0,0,0,0
2879,77933,1,0,0,0,1,0,0,0
2879,77258,2,0,0,0,0,0,2,2
2879,78310,1,1,0,0,0,0,0,0
2879,77445,3,0,0,0,3,0,3,3
2879,78545,1,1,0,0,0,0,0,0
2879,76887,1,0,0,0,1,0,0,0
2879,77080,3,3,0,0,3,3,0,0
2879,75324,2,0,0,0,0,2,0,2
2879,74084,1,0,0,0,0,0,0,1
2879,76476,2,0,0,2,0,2,0,0
2879,78553,3,3,0,0,3,3,0,0
2879,76137,1,0,0,0,0,0,1,0
2879,78064,1,0,1,0,0,0,0,0
2879,77708,2,0,0,0,2,0,0,2
2880,77110,1,0,0,0,1,0,0,0
2880,75921,1,0,0,0,1,0,0,0
2880,78260,1,0,0,0,0,0,0,1
2880,78591,1,1,0,0,0,0,0,0
2880,75991,4,4,0,4,4,4,0,0
2880,78196,3,0,3,3,0,0,0,3
2880,77385,1,0,0,1,0,0,0,0
2880,75389,1,0,1,0,0,0,0,0
2880,77357,2,2,2,0,0,0,0,0
2880,77227,1,0,0,0,0,1,0,0
2880,76817,3,3,0,0,3,3,0,0
2880,75896,1,0,0,0,0,0,0,1
2880,76388,1,0,0,1,0,0,0,0
2881,77782,1,0,0,0,0,1,0,0
2881,77377,1,0,0,1,0,0,0,0
2881,78562,1,0,1,0,0,0,0,0
2881,77912,3,0,0,3,0,0,3,3
2881,78640,1,0,0,0,0,1,0,0
2881,78635,5,5,5,0,5,5,5,0
2881,77319,1,0,0,0,0,1,0,0
2881,75064,3,0,3,3,0,0,0,3
2881,78530,1,0,0,0,0,1,0,0
2881,77630,1,1,0,0,0,0,0,0
2881,78266,6,6,6,0,6,6,6,6
2881,76679,3,0,0,3,0,3,0,3
2881,77760,2,0,0,0,2,0,2,0
2881,78517,1,1,0,0,0,0,0,0
2882,78620,1,1,0,0,0,0,0,0
2882,77788,3,0,0,3,3,3,0,0
2882,77071,1,0,0,0,0,0,1,0
2882,73800,1,0,0,0,0,1,0,0
2882,76820,2,0,0,0,0,2,0,2
2882,77262,1,0,0,1,0,0,0,0
2882,77315,1,0,0,0,0,1,0,0
2882,78135,1,0,0,0,0,0,1,0
2882,78256,6,6,6,0,6,6,6,6
2882,78286,6,6,6,0,6,6,6,6
2882,76492,2,0,0,0,2,0,2,0
2882,76794,1,0,1,0,0,0,0,0
2882,76488,1,1,0,0,0,0,0,0
2883,76966,3,0,3,0,0,0,3,3
2883,77172,2,2,0,0,0,2,0,0
2883,74570,1,0,1,0,0,0,0,0
2883,76969,3,0,0,3,0,3,3,0
2883,73598,1,0,0,0,0,1,0,0
2883,76189,3,0,3,0,0,3,0,3
2883,78559,1,0,0,0,0,1,0,0
2883,78198,1,1,0,0,0,0,0,0
2883,77764,1,0,0,0,0,0,0,1
2883,76756,3,0,3,0,3,0,3,0
2883,77431,1,0,0,0,1,0,0,0
2883,77767,1,0,0,0,0,0,0,1
2883,76169,1,1,0,0,0,0,0,0
2884,77014,1,1,0,0,0,0,0,0
2884,77229,1,0,0,1,0,0,0,0
2884,77635,1,0,1,0,0,0,0,0
2884,74404,1,0,0,0,0,0,1,0
2884,77702,1,0,0,0,1,0,0,0
2884,76505,1,0,0,0,0,1,0,0
2884,78485,3,3,0,0,3,3,0,0
2884,76267,1,0,0,0,1,0,0,0
2884,77137,1,1,0,0,0,0,0,0
2884,76526,1,0,0,0,0,0,1,0
2884,77550,2,0,2,0,0,0,0,2
2884,75571,2,2,0,0,0,0,2,0
2885,78187,1,1,0,0,0,0,0,0
2885,77090,1,0,0,1,0,0,0,0
2885,76118,1,0,0,1,0,0,0,0
2885,75018,2,0,0,0,0,0,2,2
2885,76358,2,2,0,0,0,0,2,0
2885,75386,5,5,5,5,5,0,0,5
2885,75977,1,0,1,0,0,0,0,0
2885,76002,1,0,0,0,0,0,1,0
2885,76988,1,0,0,0,0,1,0,0
2885,77530,3,3,3,0,0,0,3,0
2885,76479,1,0,0,0,0,0,0,1
2885,77529,1,0,0,0,0,0,1,0
2885,75773,1,0,0,0,1,0,0,0
2885,77532,1,0,0,0,0,0,1,0
2885,75462,1,0,0,0,0,0,1,0
2886,77502,2,0,2,2,0,0,0,0
2886,73337,1,0,0,0,1,0,0,0
2886,76522,2,0,0,0,0,0,2,2
2886,75554,1,0,0,1,0,0,0,0
2886,71593,1,1,0,0,0,0,0,0
2886,76467,3,3,0,3,0,0,0,3
2886,74641,2,2,0,0,2,0,0,0
2886,77653,1,0,0,0,0,0,1,0
2886,78334,1,0,0,0,0,1,0,0
2886,77004,1,0,1,0,0,0,0,0
2886,76935,1,0,0,0,0,0,0,1
2886,76455,2,2,0,0,0,2,0,0
2886,76729,1,0,0,1,0,0,0,0
2886,76982,1,0,1,0,0,0,0,0
2887,77982,1,0,0,0,0,1,0,0
2887,76645,1,0,0,0,0,1,0,0
2887,77310,1,0,0,0,0,1,0,0
2887,74804,1,0,1,0,0,0,0,0
2887,74189,3,3,0,0,0,3,3,0
2887,77060,2,0,0,0,2,0,0,2
2887,77457,1,0,0,0,0,0,1,0
2887,77187,2,2,0,2,0,0,0,0
2887,72180,4,4,4,4,0,4,0,0
2887,75811,4,4,0,0,0,4,4,4
2887,78190,1,0,0,0,0,1,0,0
2887,77931,1,0,0,0,0,1,0,0
2887,76847,1,0,0,0,0,0,0,1
2888,77477,1,0,0,0,0,0,1,0
2888,74355,1,0,1,0,0,0,0,0
2888,77235,6,6,6,0,6,6,6,6
2888,76192,1,0,1,0,0,0,0,0
2888,78312,1,1,0,0,0,0,0,0
2888,76893,2,2,0,0,2,0,0,0
2888,74928,3,3,0,0,0,3,3,0
2888,74541,2,0,0,2,0,2,0,0
2888,77899,3,3,0,0,0,0,3,3
2888,74168,1,0,0,0,0,0,0,1
2888,76444,1,1,0,0,0,0,0,0
2888,76840,1,0,0,0,0,0,1,0
2889,70816,1,0,0,0,0,0,1,0
2889,77516,1,0,0,0,0,0,0,1
2889,76416,1,0,0,0,0,0,1,0
2889,77007,1,0,0,0,0,0,1,0
2889,76933,1,0,0,0,0,0,0,1
2889,76065,2,2,2,0,0,0,0,0
2889,77781,2,0,2,0,0,0,2,0
2889,78109,1,1,0,0,0,0,0,0
2889,78221,1,0,1,0,0,0,0,0
2889,78077,6,6,6,0,6,6,6,6
2889,74815,6,6,6,6,6,0,6,6
2889,77934,1,0,0,0,0,1,0,0
2889,76908,2,2,0,0,0,0,2,0
2890,76499,4,4,4,4,0,4,0,0
2890,77484,2,0,0,0,2,0,2,0
2890,75336,1,0,1,0,0,0,0,0
2890,75688,2,0,2,0,2,0,0,0
2890,76463,1,0,0,0,1,0,0,0
2890,77920,1,1,0,0,0,0,0,0
2890,76565,1,0,0,0,0,0,0,1
2890,76141,3,3,0,3,0,0,0,3
2890,78276,1,1,0,0,0,0,0,0
2890,76835,1,0,0,0,0,0,0,1
2890,77977,1,0,0,0,0,1,0,0
2890,77211,2,2,0,0,0,2,0,0
2891,76762,1,0,0,0,0,0,1,0
2891,78125,1,0,0,0,0,0,1,0
2891,78301,1,1,0,0,0,0,0,0
2891,73644,1,0,0,0,0,0,0,1
2891,74638,2,0,2,0,0,2,0,0
2891,77625,1,1,0,0,0,0,0,0
2891,78082,1,0,0,0,0,1,0,0
2891,77865,1,0,0,0,0,1,0,0
2891,77458,1,0,0,0,0,1,0,0
2891,76096,2,0,0,0,0,0,2,2
2891,78254,1,1,0,0,0,0,0,0
2891,75735,1,0,0,0,0,0,1,0
2891,78197,6,6,6,0,6,6,6,6
2891,76008,4,0,0,4,4,0,4,4
2892,76390,1,0,0,0,0,0,0,1
2892,78204,6,6,6,0,6,6,6,6
2892,78150,1,1,0,0,0,0,0,0
2892,77050,1,0,0,0,0,0,0,1
2892,76248,1,0,0,0,0,1,0,0
2892,77634,1,0,0,0,0,1,0,0
2892,76523,1,0,0,0,1,0,0,0
2892,78137,1,1,0,0,0,0,0,0
2892,76760,1,0,0,0,0,1,0,0
2892,77903,1,0,0,0,0,1,0,0
2892,78102,1,1,0,0,0,0,0,0
2892,76785,1,0,0,0,0,1,0,0
2892,75715,1,0,1,0,0,0,0,0
2892,77734,6,6,6,0,6,6,6,6
2892,75560,1,0,1,0,0,0,0,0
2893,78183,1,1,0,0,0,0,0,0
2893,78117,1,0,0,0,0,1,0,0
2893,77388,3,3,0,3,0,0,3,0
2893,75712,2,2,2,0,0,0,0,0
2893,75493,3,3,3,0,0,0,3,0
2893,76615,2,2,0,0,0,0,2,0
2893,76703,3,3,0,3,0,0,3,0
2893,76330,1,0,0,0,1,0,0,0
2893,76543,3,3,0,0,0,3,0,3
2893,77730,1,1,0,0,0,0,0,0
2893,77163,1,0,0,0,0,0,1,0
2893,73444,1,1,0,0,0,0,0,0
2893,77604,1,1,0,0,0,0,0,0
2893,76706,1,0,0,0,0,0,0,1
2894,75416,1,0,0,0,0,0,1,0
2894,77463,1,1,0,0,0,0,0,0
2894,76984,1,0,0,1,0,0,0,0
2894,72468,3,0,3,0,3,0,3,0
2894,75338,1,0,0,0,0,0,0,1
2894,78107,1,1,0,0,0,0,0,0
2894,74971,1,0,0,0,0,1,0,0
2894,77147,1,0,0,0,1,0,0,0
2894,70916,1,0,0,1,0,0,0,0
2894,76956,3,0,0,3,3,3,0,0
2894,78081,1,1,0,0,0,0,0,0
2894,76951,2,0,0,0,2,2,0,0
2895,76655,1,0,0,0,0,0,1,0
2895,75190,1,0,0,0,1,0,0,0
2895,73756,1,0,0,0,0,0,1,0
2895,72838,1,0,0,0,1,0,0,0
2895,75679,3,0,3,0,0,0,3,3
2895,74777,2,0,0,0,0,2,2,0
2895,77379,1,0,0,0,1,0,0,0
2895,77197,2,0,2,2,0,0,0,0
2895,77340,3,0,3,0,0,3,0,3
2895,77967,1,1,0,0,0,0,0,0
2895,77793,1,0,0,0,0,1,0,0
2895,77927,1,0,0,0,0,1,0,0
2895,77437,1,0,0,0,0,0,0,1
2896,77802,1,1,0,0,0,0,0,0
2896,77633,1,1,0,0,0,0,0,0
2896,74948,1,1,0,0,0,0,0,0
2896,76468,1,0,1,0,0,0,0,0
2896,77189,3,0,0,0,3,0,3,3
2896,76757,1,0,0,0,0,0,1,0
2896,77464,1,1,0,0,0,0,0,0
2896,77739,1,0,0,0,0,1,0,0
2896,74442,1,0,0,0,1,0,0,0
2896,77127,3,3,3,0,3,0,0,0
2896,78026,3,0,0,0,3,3,3,0
2896,76376,1,1,0,0,0,0,0,0
2896,73214,1,0,0,0,0,0,1,0
2896,75535,1,0,0,1,0,0,0,0
2896,77950,1,0,0,0,0,1,0,0
2897,77763,6,6,6,0,6,6,6,6
2897,75404,1,0,0,0,0,1,0,0
2897,76980,2,2,0,2,0,0,0,0
2897,77017,3,3,0,3,0,0,3,0
2897,74582,2,0,0,0,0,2,0,2
2897,75227,1,0,0,0,0,0,0,1
2897,76112,3,3,3,3,0,0,0,0
2897,74436,4,0,4,0,4,0,4,4
2897,77136,1,0,0,0,0,0,0,1
2897,77944,1,0,0,0,0,1,0,0
2897,76336,1,1,0,0,0,0,0,0
2897,76395,1,0,0,0,0,0,1,0
2897,76920,4,4,4,0,0,4,0,4
2897,76188,1,0,0,0,0,1,0,0
2898,74120,3,3,3,0,0,0,3,0
2898,76752,1,1,0,0,0,0,0,0
2898,75262,4,4,0,4,4,0,4,0
2898,77985,4,0,0,4,4,4,4,0
2898,76425,1,0,0,1,0,0,0,0
2898,76910,1,1,0,0,0,0,0,0
2898,76125,3,3,0,0,0,3,3,0
2898,74149,2,0,0,0,0,0,2,2
2898,76247,1,0,0,0,0,0,0,1
2898,74235,2,0,0,0,0,0,2,2
2898,77168,2,0,0,2,2,0,0,0
2898,76292,1,0,0,0,0,0,0,1
2899,76211,1,1,0,0,0,0,0,0
2899,77712,5,5,0,5,5,5,0,5
